"No.","Time","Source","Destination","Protocol","Length","Info"
"590","25.265523","192.168.50.133","34.158.0.131","TCP","690","55697  >  4070 [PSH, ACK] Seq=1 Ack=1 Win=1022 Len=636"
"600","25.291340","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=1 Ack=637 Win=16 Len=55"
"608","25.345839","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=637 Ack=56 Win=1022 Len=0"
"4177","26.546179","192.168.50.133","34.158.0.131","TCP","681","55697  >  4070 [PSH, ACK] Seq=637 Ack=56 Win=1022 Len=627"
"4186","26.571686","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=56 Ack=1264 Win=16 Len=55"
"4196","26.623890","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=1264 Ack=111 Win=1022 Len=0"
"5207","86.624915","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=1264 Ack=111 Win=1022 Len=11"
"5208","86.650114","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=111 Ack=1275 Win=16 Len=11"
"5209","86.702544","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=1275 Ack=122 Win=1022 Len=0"
"5599","109.757016","192.168.50.133","34.158.0.131","TCP","687","55697  >  4070 [PSH, ACK] Seq=1275 Ack=122 Win=1022 Len=633"
"5601","109.782590","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=122 Ack=1908 Win=16 Len=55"
"5605","109.837738","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=1908 Ack=177 Win=1022 Len=0"
"12084","116.990758","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=177 Ack=1908 Win=16 Len=11"
"12085","117.031793","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=1908 Ack=188 Win=1022 Len=0"
"13011","177.073895","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=1908 Ack=188 Win=1022 Len=11"
"13012","177.099052","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=188 Ack=1919 Win=16 Len=11"
"13013","177.151151","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=1919 Ack=199 Win=1022 Len=0"
"14901","237.004000","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=199 Ack=1919 Win=16 Len=11"
"14904","237.048344","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=1919 Ack=210 Win=1022 Len=0"
"19196","297.064300","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=1919 Ack=210 Win=1022 Len=11"
"19197","297.089164","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=210 Ack=1930 Win=16 Len=11"
"19198","297.141577","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=1930 Ack=221 Win=1026 Len=0"
"19312","300.578036","192.168.50.133","34.158.0.131","TCP","619","55697  >  4070 [PSH, ACK] Seq=1930 Ack=221 Win=1026 Len=565"
"19320","300.603316","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=221 Ack=2495 Win=16 Len=55"
"19330","300.656358","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=2495 Ack=276 Win=1026 Len=0"
"26456","357.017193","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=276 Ack=2495 Win=16 Len=11"
"26459","357.058567","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=2495 Ack=287 Win=1026 Len=0"
"35329","417.071894","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=2495 Ack=287 Win=1026 Len=11"
"35330","417.097063","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=287 Ack=2506 Win=16 Len=11"
"35335","417.149445","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=2506 Ack=298 Win=1026 Len=0"
"36119","453.936145","192.168.50.133","34.158.0.131","TCP","621","55697  >  4070 [PSH, ACK] Seq=2506 Ack=298 Win=1026 Len=567"
"36120","453.961573","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=298 Ack=3073 Win=16 Len=55"
"36124","454.017326","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=3073 Ack=353 Win=1026 Len=0"
"39770","477.030219","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=353 Ack=3073 Win=16 Len=11"
"39771","477.085390","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=3073 Ack=364 Win=1026 Len=0"
"40738","537.142520","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=3073 Ack=364 Win=1026 Len=11"
"40739","537.167592","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=364 Ack=3084 Win=16 Len=11"
"40740","537.220337","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=3084 Ack=375 Win=1026 Len=0"
"41841","597.044772","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=375 Ack=3084 Win=16 Len=11"
"41844","597.098327","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=3084 Ack=386 Win=1026 Len=0"
"42376","627.172933","192.168.50.133","34.158.0.131","TCP","621","55697  >  4070 [PSH, ACK] Seq=3084 Ack=386 Win=1026 Len=567"
"42382","627.198706","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=386 Ack=3651 Win=16 Len=55"
"42385","627.250961","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=3651 Ack=441 Win=1026 Len=0"
"47127","687.301728","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=3651 Ack=441 Win=1026 Len=11"
"47130","687.326859","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=441 Ack=3662 Win=16 Len=11"
"47131","687.378845","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=3662 Ack=452 Win=1025 Len=0"
"47592","717.058036","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=452 Ack=3662 Win=16 Len=11"
"47593","717.113076","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=3662 Ack=463 Win=1025 Len=0"
"58985","777.118150","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=3662 Ack=463 Win=1025 Len=11"
"58986","777.143004","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=463 Ack=3673 Win=16 Len=11"
"58988","777.196398","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=3673 Ack=474 Win=1025 Len=0"
"63726","837.071340","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=474 Ack=3673 Win=16 Len=11"
"63727","837.114908","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=3673 Ack=485 Win=1025 Len=0"
"63805","838.744597","192.168.50.133","34.158.0.131","TCP","620","55697  >  4070 [PSH, ACK] Seq=3673 Ack=485 Win=1025 Len=566"
"63814","838.770143","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=485 Ack=4239 Win=16 Len=55"
"63819","838.824715","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=4239 Ack=540 Win=1025 Len=0"
"72790","898.834678","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=4239 Ack=540 Win=1025 Len=11"
"72791","898.861364","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=540 Ack=4250 Win=16 Len=11"
"72792","898.910156","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=4250 Ack=551 Win=1025 Len=0"
"88180","957.084737","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=551 Ack=4250 Win=16 Len=11"
"88182","957.139573","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=4250 Ack=562 Win=1025 Len=0"
"89453","1017.157723","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=4250 Ack=562 Win=1025 Len=11"
"89454","1017.182571","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=562 Ack=4261 Win=16 Len=11"
"89455","1017.236096","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=4261 Ack=573 Win=1025 Len=0"
"89489","1017.594782","192.168.50.133","34.158.0.131","TCP","621","55697  >  4070 [PSH, ACK] Seq=4261 Ack=573 Win=1025 Len=567"
"89491","1017.620817","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=573 Ack=4828 Win=16 Len=55"
"89492","1017.676094","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=4828 Ack=628 Win=1025 Len=0"
"94073","1077.100863","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=628 Ack=4828 Win=16 Len=11"
"94074","1077.156133","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=4828 Ack=639 Win=1025 Len=0"
"95355","1137.194721","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=4828 Ack=639 Win=1025 Len=11"
"95356","1137.219524","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=639 Ack=4839 Win=16 Len=11"
"95357","1137.274239","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=4839 Ack=650 Win=1025 Len=0"
"96347","1197.113897","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=650 Ack=4839 Win=16 Len=11"
"96348","1197.167487","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=4839 Ack=661 Win=1025 Len=0"
"96636","1211.508733","192.168.50.133","34.158.0.131","TCP","620","55697  >  4070 [PSH, ACK] Seq=4839 Ack=661 Win=1025 Len=566"
"96637","1211.534611","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=661 Ack=5405 Win=16 Len=55"
"96645","1211.575618","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=5405 Ack=716 Win=1024 Len=0"
"107360","1271.632111","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=5405 Ack=716 Win=1024 Len=11"
"107362","1271.656938","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=716 Ack=5416 Win=16 Len=11"
"107363","1271.711041","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=5416 Ack=727 Win=1024 Len=0"
"108010","1309.285959","192.168.50.133","34.158.0.131","TCP","615","55697  >  4070 [PSH, ACK] Seq=5416 Ack=727 Win=1024 Len=561"
"108021","1309.352492","34.158.0.131","192.168.50.133","TCP","60","4070  >  55697 [ACK] Seq=727 Ack=5977 Win=16 Len=0"
"108030","1310.067414","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=727 Ack=5977 Win=16 Len=55"
"108031","1310.117941","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=5977 Ack=782 Win=1024 Len=0"
"111472","1317.127451","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=782 Ack=5977 Win=16 Len=11"
"111476","1317.168326","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=5977 Ack=793 Win=1024 Len=0"
"115689","1377.178287","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=5977 Ack=793 Win=1024 Len=11"
"115694","1377.202944","34.158.0.131","192.168.50.133","TCP","60","4070  >  55697 [ACK] Seq=793 Ack=5988 Win=16 Len=0"
"115695","1377.202944","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=793 Ack=5988 Win=16 Len=11"
"115703","1377.256217","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=5988 Ack=804 Win=1024 Len=0"
"119878","1437.140731","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=804 Ack=5988 Win=16 Len=11"
"119880","1437.185808","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=5988 Ack=815 Win=1024 Len=0"
"121321","1469.829559","192.168.50.133","34.158.0.131","TCP","620","55697  >  4070 [PSH, ACK] Seq=5988 Ack=815 Win=1024 Len=566"
"121329","1469.854575","34.158.0.131","192.168.50.133","TCP","60","4070  >  55697 [ACK] Seq=815 Ack=6554 Win=16 Len=0"
"121330","1469.854864","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=815 Ack=6554 Win=16 Len=55"
"121335","1469.909823","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=6554 Ack=870 Win=1024 Len=0"
"131636","1529.936991","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=6554 Ack=870 Win=1024 Len=11"
"131637","1529.961639","34.158.0.131","192.168.50.133","TCP","60","4070  >  55697 [ACK] Seq=870 Ack=6565 Win=16 Len=0"
"131638","1529.961639","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=870 Ack=6565 Win=16 Len=11"
"131647","1530.014797","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=6565 Ack=881 Win=1024 Len=0"
"133675","1557.154182","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=881 Ack=6565 Win=16 Len=11"
"133676","1557.199771","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=6565 Ack=892 Win=1024 Len=0"
"137634","1617.228149","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=6565 Ack=892 Win=1024 Len=11"
"137635","1617.252916","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=892 Ack=6576 Win=16 Len=11"
"137640","1617.306292","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=6576 Ack=903 Win=1024 Len=0"
"138809","1634.776561","192.168.50.133","34.158.0.131","TCP","693","55697  >  4070 [PSH, ACK] Seq=6576 Ack=903 Win=1024 Len=639"
"138813","1634.802163","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=903 Ack=7215 Win=16 Len=55"
"138827","1634.857200","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=7215 Ack=958 Win=1023 Len=0"
"143483","1677.167364","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=958 Ack=7215 Win=16 Len=11"
"143494","1677.222721","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=7215 Ack=969 Win=1023 Len=0"
"146974","1737.228859","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=7215 Ack=969 Win=1023 Len=11"
"146981","1737.253608","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=969 Ack=7226 Win=16 Len=11"
"146983","1737.305473","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=7226 Ack=980 Win=1023 Len=0"
"150049","1788.677438","192.168.50.133","34.158.0.131","TCP","695","55697  >  4070 [PSH, ACK] Seq=7226 Ack=980 Win=1023 Len=641"
"150053","1788.705570","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=980 Ack=7867 Win=16 Len=55"
"150056","1788.755002","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=7867 Ack=1035 Win=1023 Len=0"
"153980","1797.180925","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1035 Ack=7867 Win=16 Len=11"
"153983","1797.225715","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=7867 Ack=1046 Win=1023 Len=0"
"157017","1857.232557","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=7867 Ack=1046 Win=1023 Len=11"
"157018","1857.257295","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1046 Ack=7878 Win=16 Len=11"
"157019","1857.309501","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=7878 Ack=1057 Win=1023 Len=0"
"159596","1917.194195","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1057 Ack=7878 Win=16 Len=11"
"159600","1917.236805","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=7878 Ack=1068 Win=1023 Len=0"
"162477","1977.304464","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=7878 Ack=1068 Win=1023 Len=11"
"162484","1977.330154","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1068 Ack=7889 Win=16 Len=11"
"162488","1977.381053","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=7889 Ack=1079 Win=1023 Len=0"
"165060","2019.993303","192.168.50.133","34.158.0.131","TCP","694","55697  >  4070 [PSH, ACK] Seq=7889 Ack=1079 Win=1023 Len=640"
"165065","2020.018659","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=1079 Ack=8529 Win=16 Len=55"
"165071","2020.058769","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=8529 Ack=1134 Win=1023 Len=0"
"170699","2037.207502","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1134 Ack=8529 Win=16 Len=11"
"170700","2037.262795","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=8529 Ack=1145 Win=1023 Len=0"
"174082","2097.262573","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=8529 Ack=1145 Win=1023 Len=11"
"174083","2097.287328","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1145 Ack=8540 Win=16 Len=11"
"174084","2097.341453","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=8540 Ack=1156 Win=1023 Len=0"
"176138","2157.220503","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1156 Ack=8540 Win=16 Len=11"
"176142","2157.272917","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=8540 Ack=1167 Win=1023 Len=0"
"176982","2174.310269","192.168.50.133","34.158.0.131","TCP","694","55697  >  4070 [PSH, ACK] Seq=8540 Ack=1167 Win=1023 Len=640"
"176989","2174.335460","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=1167 Ack=9180 Win=16 Len=55"
"176998","2174.389443","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=9180 Ack=1222 Win=1022 Len=0"
"184990","2234.436266","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=9180 Ack=1222 Win=1022 Len=11"
"184994","2234.461049","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1222 Ack=9191 Win=16 Len=11"
"185001","2234.515988","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=9191 Ack=1233 Win=1022 Len=0"
"190565","2277.234446","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1233 Ack=9191 Win=16 Len=11"
"190568","2277.279575","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=9191 Ack=1244 Win=1022 Len=0"
"196489","2337.322587","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=9191 Ack=1244 Win=1022 Len=11"
"196491","2337.347297","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1244 Ack=9202 Win=16 Len=11"
"196495","2337.398471","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=9202 Ack=1255 Win=1022 Len=0"
"196710","2345.506061","192.168.50.133","34.158.0.131","TCP","695","55697  >  4070 [PSH, ACK] Seq=9202 Ack=1255 Win=1022 Len=641"
"196712","2345.531292","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=1255 Ack=9843 Win=16 Len=55"
"196722","2345.572516","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=9843 Ack=1310 Win=1022 Len=0"
"203712","2397.250602","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1310 Ack=9843 Win=16 Len=11"
"203714","2397.296879","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=9843 Ack=1321 Win=1022 Len=0"
"207368","2457.314013","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=9843 Ack=1321 Win=1022 Len=11"
"207369","2457.339186","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1321 Ack=9854 Win=16 Len=11"
"207373","2457.391108","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=9854 Ack=1332 Win=1022 Len=0"
"208572","2517.263388","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1332 Ack=9854 Win=16 Len=11"
"208577","2517.307333","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=9854 Ack=1343 Win=1022 Len=0"
"210452","2559.561942","192.168.50.133","34.158.0.131","TCP","695","55697  >  4070 [PSH, ACK] Seq=9854 Ack=1343 Win=1022 Len=641"
"210458","2559.587758","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=1343 Ack=10495 Win=16 Len=55"
"210461","2559.639869","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=10495 Ack=1398 Win=1022 Len=0"
"217236","2619.679119","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=10495 Ack=1398 Win=1022 Len=11"
"217241","2619.703792","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1398 Ack=10506 Win=16 Len=11"
"217246","2619.757284","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=10506 Ack=1409 Win=1022 Len=0"
"217637","2637.276493","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1409 Ack=10506 Win=16 Len=11"
"217641","2637.322687","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=10506 Ack=1420 Win=1022 Len=0"
"217803","2645.849579","192.168.50.133","34.158.0.131","TCP","689","55697  >  4070 [PSH, ACK] Seq=10506 Ack=1420 Win=1022 Len=635"
"217808","2645.874853","34.158.0.131","192.168.50.133","TCP","109","4070  >  55697 [PSH, ACK] Seq=1420 Ack=11141 Win=16 Len=55"
"217812","2645.916313","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=11141 Ack=1475 Win=1026 Len=0"
"227502","2705.971788","192.168.50.133","34.158.0.131","TCP","65","55697  >  4070 [PSH, ACK] Seq=11141 Ack=1475 Win=1026 Len=11"
"227503","2705.996581","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1475 Ack=11152 Win=16 Len=11"
"227504","2706.047583","192.168.50.133","34.158.0.131","TCP","54","55697  >  4070 [ACK] Seq=11152 Ack=1486 Win=1026 Len=0"
"230852","2757.290452","34.158.0.131","192.168.50.133","TCP","65","4070  >  55697 [PSH, ACK] Seq=1486 Ack=11152 Win=16 Len=11"
